Unnamed: 0,State_Name,Crop_Type,Crop,N,P,K,pH,rainfall,temperature,Production_in_quintals,Area_in_acres,Yield_quintals_per_acre
17975,andhra pradesh,kharif,moong,20,40,20,5.56,654.34,29.26666666666667,11260,6269.05385,1.7961243067006036
17976,andhra pradesh,kharif,onion,120,60,65,6.06,654.34,29.26666666666667,12980,229.80765,56.48201876656413
17977,andhra pradesh,kharif,ragi,50,40,20,5.46,654.34,29.26666666666667,320380,84309.75495,3.800034766914004
17978,andhra pradesh,kharif,rice,80,40,40,5.62,654.34,29.26666666666667,1833450,284761.331,6.438549763
17979,andhra pradesh,kharif,sesamum,30,15,30,6.46,654.34,29.26666666666667,31320,28249.0436,1.1087101016049974
17980,andhra pradesh,rabi,horsegram,20,60,20,5.92,288.3,25.46,15920,15308.15475,1.0399685827581535
17981,andhra pradesh,rabi,jowar,80,40,40,5.62,288.3,25.46,1730,489.2679,3.535895160912866
17982,andhra pradesh,rabi,maize,80,40,20,5.68,288.3,25.46,48510,2226.41605,21.788380478123127
17983,andhra pradesh,rabi,moong,20,40,20,5.66,288.3,25.46,8560,6316.0038,1.355287341657394
17984,andhra pradesh,rabi,onion,120,60,65,5.82,288.3,25.46,57310,805.5622999999999,71.14285263846136
17985,andhra pradesh,rabi,ragi,50,40,20,5.54,288.3,25.46,27400,3778.23545,7.252062599751426
17986,andhra pradesh,rabi,rapeseed,50,40,20,5.02,288.3,25.46,170,558.4573,0.3044100238281422
17987,andhra pradesh,rabi,rice,80,40,40,5.36,288.3,25.46,66830,7336.54745,9.109189363997094
17988,andhra pradesh,rabi,sesamum,30,15,30,6.56,288.3,25.46,10160,9511.07145,1.0682287535543644
17991,andhra pradesh,whole year,potato,180,60,90,5.06,1037.32,28.081818181818186,11630,336.0628,34.60662709469778
17992,andhra pradesh,whole year,sweetpotato,90,20,120,4.96,1037.32,28.081818181818186,19770,1099.61725,17.978983141634053
17993,andhra pradesh,whole year,tapioca,50,50,50,5.58,1037.32,28.081818181818186,30050,1368.9617,21.95094282038716
17994,andhra pradesh,whole year,turmeric,25,60,100,4.88,1037.32,28.081818181818186,30970,3704.10395,8.360996456376446
17995,andhra pradesh,kharif,cotton,120,40,20,5.52,654.34,29.26666666666667,186440,24399.1477,7.641250517943297
17996,andhra pradesh,kharif,jowar,80,40,40,5.62,654.34,29.26666666666667,2010,1336.83805,1.5035478680457963
17997,andhra pradesh,kharif,maize,80,40,20,5.62,654.34,29.26666666666667,38410,3644.79875,10.538304755509476
17998,andhra pradesh,kharif,moong,20,40,20,5.32,654.34,29.26666666666667,2210,1228.11185,1.7995103621872877
17999,andhra pradesh,kharif,onion,120,60,65,5.92,654.34,29.26666666666667,14930,264.40235,56.46697164378456
18000,andhra pradesh,kharif,ragi,50,40,20,5.68,654.34,29.26666666666667,85710,20907.55405,4.099475232493779
18001,andhra pradesh,kharif,rice,80,40,40,5.66,654.34,29.26666666666667,2143470,321006.6924,6.677337423429576
18002,andhra pradesh,kharif,sesamum,30,15,30,6.52,654.34,29.26666666666667,66750,61316.6347,1.0886116031413575
18003,andhra pradesh,rabi,horsegram,20,60,20,6.08,288.3,25.46,29340,64168.2264,0.4572356389766135
18004,andhra pradesh,rabi,jowar,80,40,40,5.66,288.3,25.46,150,42.00785,3.570761179160562
18005,andhra pradesh,rabi,maize,80,40,20,5.34,288.3,25.46,97450,4472.6005,21.78821918031803
18006,andhra pradesh,rabi,moong,20,40,20,5.6,288.3,25.46,64700,36010.61165,1.7966926146337756
18007,andhra pradesh,rabi,onion,120,60,65,5.9,288.3,25.46,74010,1040.31205,71.14211548352247
18008,andhra pradesh,rabi,ragi,50,40,20,5.46,288.3,25.46,23270,3815.3012,6.099125280069631
18009,andhra pradesh,rabi,rice,80,40,40,5.42,288.3,25.46,59960,5344.88115,11.21821015608551
18010,andhra pradesh,rabi,sesamum,30,15,30,6.32,288.3,25.46,7250,8868.59845,0.8174910659079395
18013,andhra pradesh,whole year,sweetpotato,90,20,120,5,1037.32,28.081818181818186,7160,130.96565,54.670823990870886
18014,andhra pradesh,whole year,tapioca,50,50,50,5.32,1037.32,28.081818181818186,15670,501.62315,31.238590164748175
18015,andhra pradesh,whole year,turmeric,25,60,100,5.18,1037.32,28.081818181818186,1480,81.54465,18.14956591266257
18016,andhra pradesh,kharif,cotton,120,40,20,5.42,654.34,29.26666666666667,38290,5011.2894,7.640748107662671
18017,andhra pradesh,kharif,horsegram,20,60,20,6.16,654.34,29.26666666666667,40,19.7684,2.023431334857652
18018,andhra pradesh,kharif,jowar,80,40,40,5.68,654.34,29.26666666666667,1210,808.03335,1.4974629450628492
18019,andhra pradesh,kharif,maize,80,40,20,5.54,654.34,29.26666666666667,60730,5762.4886,10.538849482496158
18020,andhra pradesh,kharif,moong,20,40,20,5.42,654.34,29.26666666666667,450,249.57605,1.803057625
18021,andhra pradesh,kharif,rice,80,40,40,5.32,654.34,29.26666666666667,7944150,674352.0161,11.780420034231764
18022,andhra pradesh,kharif,sesamum,30,15,30,6.6,654.34,29.26666666666667,40,44.4789,0.8993028154922895
18023,andhra pradesh,kharif,sunflower,50,60,30,5.52,654.34,29.26666666666667,4880,847.57015,5.757635518
18024,andhra pradesh,rabi,horsegram,20,60,20,6.1,288.3,25.46,520,605.40725,0.8589259543885542
18025,andhra pradesh,rabi,jowar,80,40,40,5.64,288.3,25.46,180,51.89205,3.4687394311845456
18026,andhra pradesh,rabi,maize,80,40,20,5.62,288.3,25.46,880660,40418.96485,21.78828684178932
18027,andhra pradesh,rabi,moong,20,40,20,5.44,288.3,25.46,11210,8265.66225,1.3562131697311974
18028,andhra pradesh,rabi,rice,80,40,40,5.64,288.3,25.46,8584620,491155.7822,17.478405652779873
18029,andhra pradesh,rabi,sesamum,30,15,30,6.56,288.3,25.46,1680,1512.2826,1.1109034779610636
18032,andhra pradesh,whole year,tapioca,50,50,50,5.64,1037.32,28.081818181818186,2450,79.0736,30.98379231500779
18033,andhra pradesh,whole year,turmeric,25,60,100,4.94,1037.32,28.081818181818186,27610,1519.69575,18.168110294445448
24695,andhra pradesh,kharif,cotton,120,40,20,5.56,654.34,29.26666666666667,90550,21132.4196,4.284885579311514
24696,andhra pradesh,kharif,horsegram,20,60,20,6.16,654.34,29.26666666666667,600,1603.71145,0.3741321420383947
24697,andhra pradesh,kharif,jowar,80,40,40,5.34,654.34,29.26666666666667,67200,9637.095,6.973055677047908
24698,andhra pradesh,kharif,maize,80,40,20,5.4,654.34,29.26666666666667,71290,6590.29035,10.817429310986276
24699,andhra pradesh,kharif,moong,20,40,20,5.68,654.34,29.26666666666667,7300,3733.75655,1.9551355055540511
24700,andhra pradesh,kharif,onion,120,60,65,6,654.34,29.26666666666667,192320,2878.77325,66.80623421799545
24701,andhra pradesh,kharif,ragi,50,40,20,5.6,654.34,29.26666666666667,124050,12661.6602,9.797293407068372
24702,andhra pradesh,kharif,rice,80,40,40,5.64,654.34,29.26666666666667,956090,81243.1819,11.768249071987665
24703,andhra pradesh,kharif,sunflower,50,60,30,5.54,654.34,29.26666666666667,335800,127530.8905,2.633087549874828
24704,andhra pradesh,rabi,horsegram,20,60,20,6.12,288.3,25.46,2260,1030.42785,2.193263701092706
24705,andhra pradesh,rabi,jowar,80,40,40,5.38,288.3,25.46,174460,37485.8285,4.654025453912536
24706,andhra pradesh,rabi,maize,80,40,20,5.36,288.3,25.46,28930,1104.55935,26.19144005254222
24707,andhra pradesh,rabi,moong,20,40,20,5.54,288.3,25.46,120,98.842,1.214058800914591
24708,andhra pradesh,rabi,onion,120,60,65,5.9,288.3,25.46,84650,938.999,90.14919078721064
24709,andhra pradesh,rabi,ragi,50,40,20,5.56,288.3,25.46,7250,1344.2512,5.393337197690432
24710,andhra pradesh,rabi,rice,80,40,40,5.42,288.3,25.46,1089060,94193.95495,11.561888452163352
24711,andhra pradesh,rabi,sesamum,30,15,30,6.54,288.3,25.46,10,4.9421,2.023431334857652
24712,andhra pradesh,rabi,wheat,60,30,30,6.4,288.3,25.46,2130,758.61235,2.8077581389229955
24715,andhra pradesh,whole year,coriander,10,20,20,6.68,1037.32,28.081818181818186,11190,11715.24805,0.9551654350161198
24716,andhra pradesh,whole year,sweetpotato,90,20,120,4.96,1037.32,28.081818181818186,4110,76.60255,53.65356636299967
24717,andhra pradesh,whole year,turmeric,25,60,100,4.84,1037.32,28.081818181818186,400,19.7684,20.23431334857652
24718,andhra pradesh,kharif,horsegram,20,60,20,5.92,654.34,29.26666666666667,12410,5863.80165,2.116374451376608
24719,andhra pradesh,kharif,jowar,80,40,40,5.68,654.34,29.26666666666667,21740,5930.52,3.665783101650445
24720,andhra pradesh,kharif,maize,80,40,20,5.36,654.34,29.26666666666667,7860,726.4887,10.81916346393275
24721,andhra pradesh,kharif,moong,20,40,20,5.56,654.34,29.26666666666667,1090,555.98625,1.960480137773191
24722,andhra pradesh,kharif,onion,120,60,65,5.82,654.34,29.26666666666667,34410,612.8204,56.15021954229984
24723,andhra pradesh,kharif,ragi,50,40,20,5.5,654.34,29.26666666666667,87580,29244.87675,2.994712569612727
24724,andhra pradesh,kharif,rice,80,40,40,5.36,654.34,29.26666666666667,553110,60236.78585,9.182262835
24725,andhra pradesh,kharif,sesamum,30,15,30,6.68,654.34,29.26666666666667,270,400.3101,0.6744771116192172
24726,andhra pradesh,kharif,sunflower,50,60,30,5.42,654.34,29.26666666666667,11770,3355.6859,3.507479648199493
24727,andhra pradesh,rabi,horsegram,20,60,20,5.94,288.3,25.46,8490,3877.07745,2.189793758182468
24728,andhra pradesh,rabi,jowar,80,40,40,5.38,288.3,25.46,670,113.6683,5.894343453715767
24729,andhra pradesh,rabi,maize,80,40,20,5.56,288.3,25.46,5240,200.15505,26.179704184331097
24730,andhra pradesh,rabi,moong,20,40,20,5.66,288.3,25.46,250,202.6261,1.2337995944253972
24731,andhra pradesh,rabi,onion,120,60,65,5.88,288.3,25.46,67720,751.1992,90.14919078721064
24732,andhra pradesh,rabi,ragi,50,40,20,5.54,288.3,25.46,23660,4388.5848,5.391259615172527
24733,andhra pradesh,rabi,rice,80,40,40,5.58,288.3,25.46,1705730,153326.1815,11.124844979956944
24734,andhra pradesh,rabi,sesamum,30,15,30,6.34,288.3,25.46,2140,1092.2041,1.9593407495906676
24737,andhra pradesh,whole year,coriander,10,20,20,6.46,1037.32,28.081818181818186,180,126.02355,1.4283044716642246
24738,andhra pradesh,whole year,potato,180,60,90,4.84,1037.32,28.081818181818186,94470,2530.3552,37.33467933671921
24739,andhra pradesh,whole year,sweetpotato,90,20,120,5.06,1037.32,28.081818181818186,24950,464.5574,53.70703383478554
24740,andhra pradesh,whole year,turmeric,25,60,100,5.04,1037.32,28.081818181818186,3410,170.50245,19.999712614100265
24741,andhra pradesh,kharif,cotton,120,40,20,5.5,654.34,29.26666666666667,164250,15540.43345,10.569203267621855
24742,andhra pradesh,kharif,jowar,80,40,40,5.5,654.34,29.26666666666667,4700,2031.2031,2.3138995800075337
24743,andhra pradesh,kharif,maize,80,40,20,5.5,654.34,29.26666666666667,32180,2975.1442,10.81628245111615
24744,andhra pradesh,kharif,moong,20,40,20,5.68,654.34,29.26666666666667,610,311.3523,1.9591954194653447
24745,andhra pradesh,kharif,onion,120,60,65,5.84,654.34,29.26666666666667,16930,301.4681,56.15851229
24746,andhra pradesh,kharif,ragi,50,40,20,5.36,654.34,29.26666666666667,3220,719.07555,4.477971751368823
24747,andhra pradesh,kharif,rice,80,40,40,5.48,654.34,29.26666666666667,5798500,545635.0216,10.62706712543496
24748,andhra pradesh,kharif,sesamum,30,15,30,6.48,654.34,29.26666666666667,4530,4499.78205,1.0067154252504296
24749,andhra pradesh,kharif,sunflower,50,60,30,5.36,654.34,29.26666666666667,540,153.2051,3.5246868413649417
24750,andhra pradesh,rabi,horsegram,20,60,20,6.08,288.3,25.46,6690,3054.2178,2.190413532394448
24751,andhra pradesh,rabi,jowar,80,40,40,5.46,288.3,25.46,160,54.3631,2.9431728507020387
24752,andhra pradesh,rabi,maize,80,40,20,5.5,288.3,25.46,168100,6417.31685,26.194748354992008
24753,andhra pradesh,rabi,moong,20,40,20,5.66,288.3,25.46,106910,155396.9214,0.6879801676328384
24754,andhra pradesh,rabi,onion,120,60,65,5.98,288.3,25.46,23250,363.24435,64.00650140876245
24755,andhra pradesh,rabi,ragi,50,40,20,5.54,288.3,25.46,1620,212.5103,7.623159912719524
24756,andhra pradesh,rabi,rice,80,40,40,5.48,288.3,25.46,7501500,409648.198,18.31205419
24757,andhra pradesh,rabi,sesamum,30,15,30,6.66,288.3,25.46,2800,2728.0392,1.0263782133335912
24761,andhra pradesh,whole year,coriander,10,20,20,6.5,1037.32,28.081818181818186,250,79.0736,3.1616114607150805
24762,andhra pradesh,whole year,sweetpotato,90,20,120,4.84,1037.32,28.081818181818186,7970,148.263,53.75582579605161
24763,andhra pradesh,whole year,tapioca,50,50,50,5.68,1037.32,28.081818181818186,1400380,41466.69005,33.77120282114246
24764,andhra pradesh,whole year,turmeric,25,60,100,4.86,1037.32,28.081818181818186,10330,590.58095,17.49125162
24765,andhra pradesh,kharif,cotton,120,40,20,5.6,654.34,29.26666666666667,3781120,312056.5493,12.116778222048485
24766,andhra pradesh,kharif,jowar,80,40,40,5.58,654.34,29.26666666666667,1050,454.6732,2.3093509800005805
24767,andhra pradesh,kharif,maize,80,40,20,5.38,654.34,29.26666666666667,68140,6298.70645,10.81809424536684
24768,andhra pradesh,kharif,moong,20,40,20,5.4,654.34,29.26666666666667,34140,25955.9092,1.315307421402137
24769,andhra pradesh,kharif,onion,120,60,65,6.16,654.34,29.26666666666667,96150,1712.43765,56.14802968154782
24770,andhra pradesh,kharif,rice,80,40,40,5.34,654.34,29.26666666666667,9351100,673282.0514,13.888830068402443
24771,andhra pradesh,kharif,sesamum,30,15,30,6.68,654.34,29.26666666666667,12930,19014.72975,0.6799991464511874
24772,andhra pradesh,rabi,jowar,80,40,40,5.44,288.3,25.46,2940,983.4779,2.9893910173273848
24773,andhra pradesh,rabi,maize,80,40,20,5.46,288.3,25.46,282810,10796.01745,26.195770922915656
24774,andhra pradesh,rabi,moong,20,40,20,5.46,288.3,25.46,14050,8426.2805,1.667402360982405
24775,andhra pradesh,rabi,onion,120,60,65,6.06,288.3,25.46,115040,2181.93715,52.72379179207797
24776,andhra pradesh,rabi,ragi,50,40,20,5.5,288.3,25.46,150,19.7684,7.5878675057161935
24777,andhra pradesh,rabi,rapeseed,50,40,20,4.94,288.3,25.46,3240,3069.0441,1.0557033051431226
24778,andhra pradesh,rabi,rice,80,40,40,5.66,288.3,25.46,1810600,110992.1529,16.312864950434196
24779,andhra pradesh,rabi,sesamum,30,15,30,6.38,288.3,25.46,250,247.105,1.011715667428826
24782,andhra pradesh,whole year,coriander,10,20,20,6.62,1037.32,28.081818181818186,890,284.17075,3.1319198052579305
24783,andhra pradesh,whole year,sweetpotato,90,20,120,5.12,1037.32,28.081818181818186,15440,135.90775,113.6064720370987
24784,andhra pradesh,whole year,turmeric,25,60,100,5.16,1037.32,28.081818181818186,229640,10541.4993,21.784377484140236
24785,andhra pradesh,kharif,cotton,120,40,20,5.66,654.34,29.26666666666667,233560,53322.78795,4.380116062554827
24786,andhra pradesh,kharif,horsegram,20,60,20,5.94,654.34,29.26666666666667,1580,906.87535,1.7422460539918745
24787,andhra pradesh,kharif,jowar,80,40,40,5.34,654.34,29.26666666666667,14600,6871.99005,2.1245665220368006
24788,andhra pradesh,kharif,maize,80,40,20,5.66,654.34,29.26666666666667,1420,130.96565,10.842537718859868
24789,andhra pradesh,kharif,moong,20,40,20,5.6,654.34,29.26666666666667,740,378.07065,1.957306128
24790,andhra pradesh,kharif,onion,120,60,65,6.14,654.34,29.26666666666667,159020,5725.42285,27.774367791891564
24791,andhra pradesh,kharif,ragi,50,40,20,5.36,654.34,29.26666666666667,420,84.0157,4.999065650824787
24792,andhra pradesh,kharif,rice,80,40,40,5.56,654.34,29.26666666666667,968830,94438.5889,10.25883604662797
24793,andhra pradesh,kharif,sesamum,30,15,30,6.54,654.34,29.26666666666667,60,93.8999,0.6389783162708373
24794,andhra pradesh,kharif,sunflower,50,60,30,5.6,654.34,29.26666666666667,452690,105573.1402,4.287927773507679
24795,andhra pradesh,rabi,horsegram,20,60,20,6.06,288.3,25.46,3380,1544.40625,2.188543331782036
24796,andhra pradesh,rabi,jowar,80,40,40,5.5,288.3,25.46,6900,3738.69865,1.845561958
24797,andhra pradesh,rabi,maize,80,40,20,5.36,288.3,25.46,2010,76.60255,26.23933537460568
24798,andhra pradesh,rabi,moong,20,40,20,5.4,288.3,25.46,50,44.4789,1.1241285193653618
24799,andhra pradesh,rabi,onion,120,60,65,5.86,288.3,25.46,97010,1574.05885,61.63047842842725
24800,andhra pradesh,rabi,ragi,50,40,20,5.32,288.3,25.46,9510,1764.3297,5.3901490180661815
24801,andhra pradesh,rabi,rice,80,40,40,5.46,288.3,25.46,982310,92787.9275,10.586614298503433
24802,andhra pradesh,rabi,sesamum,30,15,30,6.6,288.3,25.46,20560,10477.252,1.962346615314779
24803,andhra pradesh,rabi,wheat,60,30,30,6.5,288.3,25.46,270,96.37095,2.8016741559567486
24805,andhra pradesh,whole year,coriander,10,20,20,6.46,1037.32,28.081818181818186,45670,39885.21805,1.145035735864555
24806,andhra pradesh,whole year,sweetpotato,90,20,120,5.1,1037.32,28.081818181818186,8230,153.2051,53.71883834154347
24807,andhra pradesh,whole year,turmeric,25,60,100,5.16,1037.32,28.081818181818186,122040,6103.4935,19.995106081459745
24808,andhra pradesh,kharif,cotton,120,40,20,5.32,654.34,29.26666666666667,776150,87410.9227,8.879325100637567
24809,andhra pradesh,kharif,jowar,80,40,40,5.38,654.34,29.26666666666667,700,303.93915,2.3030925762607417
24810,andhra pradesh,kharif,maize,80,40,20,5.42,654.34,29.26666666666667,120610,11149.3776,10.817644206435345
24811,andhra pradesh,kharif,moong,20,40,20,5.54,654.34,29.26666666666667,116560,45002.7626,2.5900632153635827
24812,andhra pradesh,kharif,onion,120,60,65,5.86,654.34,29.26666666666667,1390,24.7105,56.25139110904272
24813,andhra pradesh,kharif,rice,80,40,40,5.34,654.34,29.26666666666667,7145070,605688.9497,11.796599564081497
24814,andhra pradesh,kharif,sesamum,30,15,30,6.66,654.34,29.26666666666667,3050,4484.95575,0.6800513026243347
24815,andhra pradesh,kharif,sunflower,50,60,30,5.6,654.34,29.26666666666667,380,84.0157,4.522964160270045
24816,andhra pradesh,rabi,horsegram,20,60,20,5.9,288.3,25.46,3340,1524.63785,2.190684168046858
24817,andhra pradesh,rabi,jowar,80,40,40,5.36,288.3,25.46,5390,1803.8665,2.9880259985980118
24818,andhra pradesh,rabi,maize,80,40,20,5.58,288.3,25.46,175220,6689.13235,26.194727631603826
24819,andhra pradesh,rabi,moong,20,40,20,5.46,288.3,25.46,6480,4811.13435,1.346875711338221
24820,andhra pradesh,rabi,onion,120,60,65,5.84,288.3,25.46,9330,145.79195,63.995302895667415
24821,andhra pradesh,rabi,ragi,50,40,20,5.32,288.3,25.46,90,12.35525,7.284352805487546
24822,andhra pradesh,rabi,rapeseed,50,40,20,4.84,288.3,25.46,230,219.92345,1.0458184427354154
24823,andhra pradesh,rabi,rice,80,40,40,5.64,288.3,25.46,3586350,243329.2356,14.738672856785154
24824,andhra pradesh,rabi,sesamum,30,15,30,6.36,288.3,25.46,470,462.08635,1.0171259116396751
24828,andhra pradesh,whole year,coriander,10,20,20,6.52,1037.32,28.081818181818186,190,61.77625,3.0756156289836305
24829,andhra pradesh,whole year,sweetpotato,90,20,120,4.84,1037.32,28.081818181818186,1600,29.6526,53.95816892953738
24830,andhra pradesh,whole year,tapioca,50,50,50,5.34,1037.32,28.081818181818186,580,17.29735,33.53114783478394
24831,andhra pradesh,whole year,turmeric,25,60,100,4.98,1037.32,28.081818181818186,79760,5142.25505,15.510704783108729
24832,andhra pradesh,kharif,cotton,120,40,20,5.54,654.34,29.26666666666667,870060,204185.3326,4.261128795
24833,andhra pradesh,kharif,jowar,80,40,40,5.42,654.34,29.26666666666667,69390,16252.09585,4.269603172442525
24834,andhra pradesh,kharif,maize,80,40,20,5.54,654.34,29.26666666666667,20980,1939.77425,10.815691568232747
24835,andhra pradesh,kharif,moong,20,40,20,5.36,654.34,29.26666666666667,12250,6269.05385,1.9540428736307631
24836,andhra pradesh,kharif,onion,120,60,65,5.86,654.34,29.26666666666667,1398530,22560.6865,61.98969167006509
24837,andhra pradesh,kharif,ragi,50,40,20,5.4,654.34,29.26666666666667,410,81.54465,5.0279202866159824
24838,andhra pradesh,kharif,rice,80,40,40,5.48,654.34,29.26666666666667,1217790,107779.7879,11.298871748521446
24839,andhra pradesh,kharif,sesamum,30,15,30,6.48,654.34,29.26666666666667,190,279.22865,0.6804459356158474
24840,andhra pradesh,kharif,sunflower,50,60,30,5.34,654.34,29.26666666666667,1068300,329638.07,3.2408271289781547
24841,andhra pradesh,rabi,horsegram,20,60,20,6.08,288.3,25.46,9090,4153.83505,2.188339183088168
24842,andhra pradesh,rabi,jowar,80,40,40,5.48,288.3,25.46,1319010,213587.6778,6.175496702740967
24843,andhra pradesh,rabi,maize,80,40,20,5.46,288.3,25.46,8480,323.70755,26.19648506808074
24844,andhra pradesh,rabi,moong,20,40,20,5.58,288.3,25.46,1210,983.4779,1.2303275955667128
24845,andhra pradesh,rabi,onion,120,60,65,5.88,288.3,25.46,373220,3642.3277,102.4674413562514
24846,andhra pradesh,rabi,rapeseed,50,40,20,4.82,288.3,25.46,4270,2646.49455,1.613455051324402
24847,andhra pradesh,rabi,rice,80,40,40,5.56,288.3,25.46,985340,94300.2101,10.44896929662302
24848,andhra pradesh,rabi,sesamum,30,15,30,6.66,288.3,25.46,360,182.8577,1.9687440014831208
24849,andhra pradesh,rabi,wheat,60,30,30,6.4,288.3,25.46,8760,3123.4072,2.8046295084419346
24851,andhra pradesh,whole year,coriander,10,20,20,6.52,1037.32,28.081818181818186,102710,62053.0076,1.6551977732018908
24852,andhra pradesh,whole year,sweetpotato,90,20,120,5.12,1037.32,28.081818181818186,2120,39.5368,53.62093037372777
24853,andhra pradesh,whole year,turmeric,25,60,100,4.94,1037.32,28.081818181818186,43380,2169.5819,19.99463583283028
24854,andhra pradesh,kharif,cotton,120,40,20,5.56,654.34,29.26666666666667,626330,92970.7852,6.736847480126477
24855,andhra pradesh,kharif,jowar,80,40,40,5.44,654.34,29.26666666666667,8980,3879.5485,2.3147023422957598
24856,andhra pradesh,kharif,maize,80,40,20,5.64,654.34,29.26666666666667,275430,15461.35985,17.81408638516359
24857,andhra pradesh,kharif,moong,20,40,20,5.42,654.34,29.26666666666667,26290,19565.7739,1.3436728919779657
24858,andhra pradesh,kharif,onion,120,60,65,6.1,654.34,29.26666666666667,8600,153.2051,56.13390154766389
24859,andhra pradesh,kharif,ragi,50,40,20,5.48,654.34,29.26666666666667,3420,763.55445,4.479051886869365
24860,andhra pradesh,kharif,rice,80,40,40,5.42,654.34,29.26666666666667,1342040,100920.1531,13.29803770050862
24861,andhra pradesh,kharif,sesamum,30,15,30,6.4,654.34,29.26666666666667,880,2893.59955,0.3041194832920125
24862,andhra pradesh,kharif,sunflower,50,60,30,5.58,654.34,29.26666666666667,73510,16647.46385,4.415687618
24863,andhra pradesh,rabi,horsegram,20,60,20,5.92,288.3,25.46,6220,2839.23645,2.190729835128737
24864,andhra pradesh,rabi,jowar,80,40,40,5.68,288.3,25.46,25760,8623.9645,2.987025282861496
24865,andhra pradesh,rabi,maize,80,40,20,5.56,288.3,25.46,187050,7096.8556,26.356743118741207
24866,andhra pradesh,rabi,moong,20,40,20,5.58,288.3,25.46,28620,9355.3953,3.0591972954900157
24867,andhra pradesh,rabi,onion,120,60,65,6,288.3,25.46,10910,170.50245,63.98735032839704
24868,andhra pradesh,rabi,ragi,50,40,20,5.34,288.3,25.46,77950,9792.77115,7.959953194658285
24869,andhra pradesh,rabi,rapeseed,50,40,20,5.08,288.3,25.46,30,27.18155,1.1036898190132645
24870,andhra pradesh,rabi,rice,80,40,40,5.54,288.3,25.46,3858880,263265.667,14.657741147842112
24871,andhra pradesh,rabi,sesamum,30,15,30,6.46,288.3,25.46,760,736.3729,1.032085781538131
24872,andhra pradesh,rabi,wheat,60,30,30,6.1,288.3,25.46,100,37.06575,2.697908446476869
24875,andhra pradesh,whole year,coriander,10,20,20,6.44,1037.32,28.081818181818186,23170,7395.85265,3.1328368879820774
24876,andhra pradesh,whole year,sweetpotato,90,20,120,5.02,1037.32,28.081818181818186,98290,1494.98525,65.74646806715987
24877,andhra pradesh,whole year,turmeric,25,60,100,5.02,1037.32,28.081818181818186,13570,775.9097,17.48914854396072
24878,andhra pradesh,kharif,cotton,120,40,20,5.5,654.34,29.26666666666667,171150,16192.79065,10.569518478891716
24879,andhra pradesh,kharif,maize,80,40,20,5.46,654.34,29.26666666666667,2620,242.1629,10.81916346393275
24880,andhra pradesh,kharif,moong,20,40,20,5.52,654.34,29.26666666666667,1430,731.4308,1.955072168139488
24881,andhra pradesh,kharif,onion,120,60,65,6.1,654.34,29.26666666666667,6520,116.13935,56.13945660966761
24882,andhra pradesh,kharif,ragi,50,40,20,5.36,654.34,29.26666666666667,1840,410.1943,4.485679103780818
24883,andhra pradesh,kharif,rice,80,40,40,5.5,654.34,29.26666666666667,1084130,84749.60184999999,12.792154491991871
24884,andhra pradesh,kharif,sesamum,30,15,30,6.5,654.34,29.26666666666667,3180,4670.2845,0.6809007031584479
24885,andhra pradesh,kharif,sunflower,50,60,30,5.42,654.34,29.26666666666667,28380,6204.80655,4.573873459439279
24886,andhra pradesh,rabi,horsegram,20,60,20,5.86,288.3,25.46,2010,919.2306,2.186611281
24887,andhra pradesh,rabi,jowar,80,40,40,5.68,288.3,25.46,1200,400.3101,2.997676051640965
24888,andhra pradesh,rabi,moong,20,40,20,5.46,288.3,25.46,22480,8050.6809,2.7923103994843466
24889,andhra pradesh,rabi,onion,120,60,65,6.06,288.3,25.46,320,4.9421,64.74980271544486
24890,andhra pradesh,rabi,ragi,50,40,20,5.56,288.3,25.46,2580,338.53385,7.621099042237579
24891,andhra pradesh,rabi,rice,80,40,40,5.68,288.3,25.46,5973520,435166.7313,13.726968470578946
24892,andhra pradesh,rabi,sesamum,30,15,30,6.56,288.3,25.46,640,617.7625,1.0359968434471176
24895,andhra pradesh,whole year,coriander,10,20,20,6.5,1037.32,28.081818181818186,150,49.421,3.035147002286477
24896,andhra pradesh,whole year,sweetpotato,90,20,120,5,1037.32,28.081818181818186,44420,642.473,69.13909222644376
24897,andhra pradesh,whole year,tapioca,50,50,50,5.44,1037.32,28.081818181818186,2070,61.77625,33.50802290524271
24898,andhra pradesh,whole year,turmeric,25,60,100,4.88,1037.32,28.081818181818186,4620,264.40235,17.473369658023085
24899,andhra pradesh,kharif,cotton,120,40,20,5.66,654.34,29.26666666666667,45030,4260.0902,10.57019872490024
24900,andhra pradesh,kharif,maize,80,40,20,5.62,654.34,29.26666666666667,8310,768.49655,10.813321152840569
24901,andhra pradesh,kharif,moong,20,40,20,5.48,654.34,29.26666666666667,920,471.97055,1.949274165517319
24902,andhra pradesh,kharif,ragi,50,40,20,5.32,654.34,29.26666666666667,22050,5169.4366,4.265455156176981
24903,andhra pradesh,kharif,rice,80,40,40,5.42,654.34,29.26666666666667,3936540,441752.0796,8.911197439093074
24904,andhra pradesh,kharif,sesamum,30,15,30,6.64,654.34,29.26666666666667,5520,8112.45715,0.6804350270127467
24905,andhra pradesh,kharif,sunflower,50,60,30,5.44,654.34,29.26666666666667,800,175.44455,4.559845261651046
24906,andhra pradesh,rabi,horsegram,20,60,20,5.98,288.3,25.46,89620,40117.49675,2.233937988665756
